dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date
DfE,Education,Employer skills survey 2024,2025-11-27T16:00:03.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Research & Analysis,Background,Cross-Sector,Workforce & Skills,Active,Education Sector,AI-related document_collection: Employer skills survey 2024,AI Skills,Skills,Last 3 months,63,22,1,"The employer skills survey 2024 conducted by the DfE in England, the Northern Ireland Executive, the Welsh Government and the Scottish Government.",https://www.gov.uk/government/collections/employer-skills-survey-2024,document_collection,document_collection,2026-01-30T00:00:00.000Z
DfE,Education,Technology in schools survey report: 2024 to 2025,2025-11-27T16:00:02.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Research & Analysis,Background,Cross-Sector,Innovation & R&D,Active,Education Sector,AI-related research: Technology in schools survey report: 2024 to 2025,AI Policy,AI policy,Last 3 months,63,13,1,Results from the most recent wave of the technology in schools survey (TISS).,https://www.gov.uk/government/publications/technology-in-schools-survey-report-2024-to-2025,research,Research,2026-01-30T00:00:00.000Z
Cabinet_Office,Other,Leeds City Council: Xylo Core,2025-11-27T15:31:41.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Strategy & Frameworks,Background,Financial Services,Innovation & R&D,Active,Government/Public Sector,ai-powered workspace that boosts the capacity of validation and planning officers within local pl...,AI Policy,AI,Last 3 months,63,18,1,AI-powered workspace that boosts the capacity of validation and planning officers within local planning authority development management teams.,https://www.gov.uk/algorithmic-transparency-records/leeds-city-council-xylo-core,algorithmic_transparency_record,algorithmic_transparency_record,2026-01-30T00:00:00.000Z
DfE,Education,A report on the exercise of IfATE’s relevant functions,2025-11-27T10:58:28.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Research & Analysis,Background,Cross-Sector,Innovation & R&D,Active,Education Sector,AI-related corporate_report: A report on the exercise of IfATE’s relevant functions,AI Policy,AI policy,Last 3 months,63,21,1,"Institute for Apprenticeships and Technical Education (Transfer of Functions etc) Act 2025, report on exercise of the Secretary of State’s functions.",https://www.gov.uk/government/publications/a-report-on-the-exercise-of-ifates-relevant-functions,corporate_report,Corporate report,2026-01-30T00:00:00.000Z
DBT,Business & Trade,Reform of non-compete clauses in employment contracts: working paper,2025-11-26T13:41:15.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Strategy & Frameworks,Background,Cross-Sector,Workforce & Skills,Active,Government/Public Sector,AI-related policy_paper: Reform of non-compete clauses in employment contracts: working paper,AI Skills,AI policy,Last 3 months,64,15,1,This working paper seeks views on different options to reform non-compete clauses in employment contracts.,https://www.gov.uk/government/publications/reform-of-non-compete-clauses-in-employment-contracts-working-paper,policy_paper,Policy paper,2026-01-30T00:00:00.000Z
Treasury,Finance & Economy,10 Year Efficiency Projections,2025-11-26T00:00:00.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Strategy & Frameworks,Background,Financial Services,Innovation & R&D,Active,Financial Services,AI-related policy_paper: 10 Year Efficiency Projections,AI Policy,AI policy,Last 3 months,65,4,1,10 Year Efficiency Projections.,https://www.gov.uk/government/publications/10-year-efficiency-projections,policy_paper,Policy paper,2026-01-30T00:00:00.000Z
Cabinet_Office,Other,"Specialised Committee on the implementation of the Windsor Framework: Agenda, 3 December 2025",2025-11-25T16:00:01.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,2-High,No,Strategy & Frameworks,High Impact,Cross-Sector,Workforce & Skills,Active,Government/Public Sector,"AI-related transparency: Specialised Committee on the implementation of the Windsor Framework: Agenda, 3 December 2025",AI Skills,Implementation,Last 3 months,65,23,1,The publication of the agenda in advance of the Specialised Committee on the implementation of the Windsor Framework's meeting on 3 December 2025,https://www.gov.uk/government/publications/specialised-committee-on-the-implementation-of-the-windsor-framework-agenda-3-december-2025,transparency,Transparency data,2026-01-30T00:00:00.000Z
DBT,Business & Trade,British Industrial Competitiveness Scheme: consultation on scheme eligibility and approach,2025-11-24T15:46:30.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Research & Analysis,Background,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,AI-related closed_consultation: British Industrial Competitiveness Scheme: consultation on scheme eligibility and approach,AI Policy,AI policy,Last 3 months,66,23,1,We are seeking views on the proposed approach to the new British Industrial Competitiveness Scheme (BICS) and how eligible businesses should be selected.,https://www.gov.uk/government/consultations/british-industrial-competitiveness-scheme-consultation-on-scheme-eligibility-and-approach,closed_consultation,closed_consultation,2026-01-30T00:00:00.000Z
DSIT,Innovation & Business,Post-16 education and skills white paper,2025-11-21T09:56:32.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,2-High,No,Strategy & Frameworks,Background,Education,Workforce & Skills,Active,Education Sector,AI-related policy_paper: Post-16 education and skills white paper,AI Skills,Skills,Last 3 months,69,16,1,Post-16 education and skills reforms to develop a skilled workforce and break down barriers to opportunity.,https://www.gov.uk/government/publications/post-16-education-and-skills-white-paper,policy_paper,Policy paper,2026-01-30T00:00:00.000Z
DBT,Business & Trade,"CPTPP: joint ministerial statement in Melbourne, 21 November 2025",2025-11-21T09:30:18.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Strategy & Frameworks,Background,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,"AI-related policy_paper: CPTPP: joint ministerial statement in Melbourne, 21 November 2025",AI Policy,AI policy,Last 3 months,69,24,1,"A jointly prepared statement following the meeting in Melbourne, Australia, on 21 November 2025 of Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) members.",https://www.gov.uk/government/publications/cptpp-joint-ministerial-statement-in-melbourne-21-november-2025,policy_paper,Policy paper,2026-01-30T00:00:00.000Z
CMA,Other,CMA Strategy 2026 to 2029,2025-11-20T00:00:00.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,2-High,No,Strategy & Frameworks,High Impact,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,AI-related corporate_report: CMA Strategy 2026 to 2029,Anti-Corruption,AI policy,Last 3 months,71,12,1,"The Competition and Markets Authority (CMA) Strategy for 2026 to 2029. ",https://www.gov.uk/government/publications/cma-strategy-2026-to-2029,corporate_report,Corporate report,2026-01-30T00:00:00.000Z
Cabinet_Office,Other,Government Functional Standard GovS 004: Property,2025-11-18T13:31:23.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Implementation Guidance,Background,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,AI-related standard: Government Functional Standard GovS 004: Property,AI Policy,AI policy,Last 3 months,72,23,1,UK Government Functional Standard for Property is one of a suite of standards setting expectations for the management of corporate functions across government.,https://www.gov.uk/government/publications/government-standard-for-property-govs-004,standard,Standard,2026-01-30T00:00:00.000Z
DHSC,Other,Government fuels NHS innovation to unlock billions in growth,2025-11-18T00:00:00.000Z,2025,11,November,4,Q4 2025,2025-11,0.8,3-Medium,No,Implementation Guidance,Strategic,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,AI-related press_release: Government fuels NHS innovation to unlock billions in growth,AI Policy,Guidance,Last 3 months,73,27,1,"The government updates NHS IP guidance for the first time in 23 years, cutting red tape so innovations reach patients faster and boost the UK's economic growth.",https://www.gov.uk/government/news/government-fuels-nhs-innovation-to-unlock-billions-in-growth,press_release,press_release,2026-01-30T00:00:00.000Z
